"","OTU","Sample","Abundance","sample_number","alt_sample_name","sample_name","date","ncbi_name_16s","ncbi_name_18s","bio_rep","fi_best","location","sample_type","latitude","longitude","elevation_m","ysi_temp","ysi_mmhg","ysi_do_percent","ysi_do","ysi_spc","ysi_conductivity","ysi_tds","ysi_ph","ysi_orp","alkalinity_caco3","anions","bicarbonate_hco3","bromide","calcium","carbonate_co3_alkalinity","cations","chloride","fluoride","hardness","iron","magnesium","nitrate_no3","nitrite_no2","orthophosphate","percent_difference","ph","potassium","silicon","sio2","sodium","spc","strontium","sulfate","tds","d2h","d2h_unc","d18o","d18o_unc","notes","dist_from_summit","aspect","bio_data","d13c..of.DIC.","quadrant","region","order","chemistry","geo_symbol","geo1","geo2","geo3","geo4","geo5","unit_notes","primary_source","Kingdom","Phylum","Class","Order"
"1069","Sphingobacteriales","JM1778_Paradise_Park_Spring",0.149780322194115,36,"Paradise Park Spring 3","Paradise Park Spring","7/29/17","JM1778_Paradise_Park_Spring","JM1778_Paradise_Park_Spring",3,0.3,"Mount Hood","Spring",45.34165555,-121.738599,1582.22,2.8,643,84.5,11.42,19.4,11.2,12.35,6.46,206.8,10,0.25,12,0.012,1.11,0,0.17,0.397,0.128,NA,NA,0.27,0.013,0.012,0.056,-17.32,6.6,0.41,11.3,24.2,1.98,19,0.006,1.15,36,-88.3,0,-12.3,0.45,"This spring is within a small valley on the eastern side of zigzag canyon. At first it appeared that a nearby snowpackk was the driving factor providing flow, but when we went down we saw it is definitely a large spring. It emerges from beneath a tree a a rock with a huge amount of flow. Up valley is dry with no snow pack. The vegetation is sparse here. mall shrubs. No flowers here. ",4872.9,"S",1,NA,"SW","Zigzag Region",36,1,"Qhpc","Pyroclastic flow and debris-flow deposits","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","intermediate composition lithologies","","Precipitation","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales"
"140","Burkholderiales","JM1755_Elizabeth_Spring",0.143655971242178,4,"Elizabeth Spring","Piegan Spring","8/7/17","JM1755_Elizabeth_Spring","",2,0.99,"Glacier National Park","Spring",48.70314771,-113.6939869,2368.3,0.5,586.4,75.6,10.92,19.4,10.4,12.35,7.32,189.9,11,0.26,13,0.018,2.19,0,0.19,0.046,0.004,NA,NA,0.82,0.018,0.011,0.03,-15.7,6.6,0.07,0.45,0.96,0.19,20,0.006,1.97,13,-135,0.42,-18.21,0.16,"Another spring, but closer to lunch creek. Massive emergence. Flowing out from layered stromatelite a limestone/dolostone bedding. Emergence is large enough for me to crawl into. Water is cold a there is vegetation like mosses growing within the karst like emergence/tunnel. Same flowers as last spring. Gnats flying arou. Rare bird that is going extinct was seen. Saw a grou squirrel too. YSI downstream is essentially the same. Fou an ooid rock sample within the karst emergence.",NA,"",1,-16,"","Piegan Region",92,1,"Ysn","Snowslip Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park","Glacier Meltwater","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"149","Burkholderiales","JM1727_Zigzag_Spring",0.143389695113833,40,"Zigzag Spring","Zigzag Spring","7/29/17","JM1727_Zigzag_Spring","JM1727_Zigzag_Spring",0,0.34,"Mount Hood","Spring",45.3457741,-121.7390436,1571.55,3.3,644.3,84.6,11.29,29.7,17.3,19.5,6.78,243.6,13,0.34,16,0.009,1.75,0,0.26,0.72,0.012,NA,NA,0.64,0.015,NA,0.036,-11.91,6.8,0.59,11.5,24.6,2.52,29,0.009,2.36,41,-86.3,NA,-12.38,0.1,"Discharge done 2 m from source where the stream channelized. Hiked to zigzag canyon. Back where it gets tighter the flow channelizes a bit more. There are many seeps in the walls of the canyon. Two larger seeps/spring pop out at higher elevation on the western wall. On the eastern wall there is exposed rock with water flowing from the fractures. There is a spring discharging above this from a good emergence. There are lots of flowers surrouing the emergence too. Small gnats a flies a dragonflies. Below this spring is a conceptual model of small scale scale model of what I think may be happening on a larger scale in some locations.",4575.8,"S",1,-17.2,"SW","Zigzag Region",40,1,"Qhpc","Pyroclastic flow and debris-flow deposits","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","intermediate composition lithologies","","Precipitation","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"162","Burkholderiales","JM1722_James_Spring",0.140726933830382,28,"James Spring 1","James Spring","7/25/17","JM1722_James_Spring","JM1722_James_Spring",1,0.04,"Mount Hood","Spring",45.33993416,-121.9403534,547.73,10.7,725.9,87.3,9.67,23.9,17.4,15.6,6.91,221.2,12,0.29,14,0.011,1.54,0,0.21,1.56,0.006,NA,NA,0.34,0.011,0.01,0.039,-16.58,6.5,0.41,6.76,14.5,2.11,22,0.018,0.276,28,-68.9,NA,-9.9,0.11,"",19508.7,"S",1,NA,"SW","Outlier",28,1,"Trh","Rhododendron Formation","Late Western Cascade Volcanics","Rhododendron Formation","Miocene","mudflow breccia","","Precipitation","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"179","Burkholderiales","JM1713_Rubideau",0.137398482226068,20,"Rubideau Spring","Rubideau Spring","8/12/17","JM1713_Rubideau","JM1713_Rubideau",0,0.66,"Glacier National Park","Spring",48.50947611,-114.0241443,1182.62,5.6,674.5,94,11.73,209.2,131.6,135.85,7.43,226,117,2.4,143,0.009,29.4,0,2.25,0.087,0.046,NA,NA,8.94,0.244,0.01,0.025,-3.33,7.7,0.18,2.59,5.53,0.83,216,0.04,2.12,119,-125.5,0.13,-17.08,0.09,"Spring location given by fire chief. On google maps as Rubideau Spring. Big cement structure like Mt. hood crystal spring surrouing the spring. It may be treated? Pipe like flow discharging water into fast flowing channel. Piped flow lovings remaier of water to location down in elevation.",NA,"",1,-10.3,"","Outlier",108,1,"Qg","Till","---","Holocene and upper Pleistocene","Quaternary","upper Pleistocene","unit also locally includes small areas of bedrock and colluvium; on valley floors in mountainous areas, unit deposited by local mountain glaciers as ground moraine usually 1-3 m thick","Glacier Meltwater","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"363","Cytophagales","JM1715_Mineral_Creek_Spring",0.13593396352017,15,"Mineral Creek Trib","Mineral Creek Tributary","8/10/17","JM1715_Mineral_Creek_Spring","JM1715_Mineral_Creek_Spring",1,0.76,"Glacier National Park","Stream",48.75358464,-113.8254748,1143.91,17.1,675.5,86,8.28,112.5,95.6,73.45,7.79,148.3,58,1.25,71,0.007,15.6,0,1.15,0.065,0.015,NA,NA,4.09,0.052,0.011,0.041,-4.37,7.8,0.18,1.44,3.08,0.65,115,0.027,4.21,64,-129.5,0.38,-17.3,0.12,"See notebook for notes. Page 84 of write in the rain.",NA,"",1,NA,"","Stream",103,1,"Qal","Stream","---","Holocene and upper Pleistocene","Quaternary","upper Pleistocene","includes channel and overbank deposits in modern floodplain; in narrow mountain valleys locally includes small areas of colluvium; thickness 1-5 m","Glacier Meltwater","Bacteria","Bacteroidota","Bacteroidia","Cytophagales"
"249","Chitinophagales","JM1728_Coe_Spring_B",0.134735720942617,23,"Coe Spring B","Coe Spring B","7/26/17","JM1728_Coe_Spring_B","JM1728_Coe_Spring_B",0,0.11,"Mount Hood","Spring",45.45241077,-121.6529396,939.39,7.4,694.1,86.8,10.3,60.1,39.7,39,6.89,251.7,34,0.72,42,0.023,5.66,0,0.62,0.989,0.141,NA,NA,1.19,0.042,0.012,0.049,-7.43,7.2,1.91,23.3,49.8,4.47,66,0.059,0.233,85,-81.3,0.04,-11.33,0,"Fou a spring just above the discharge center/structure. Small flow a possibly connect to the stream we prevously sampled. Comes from a hole a there are other holes arou where it looks like flow used to emerge from as well. Lots of thorny shrubs. Lots of down trees. Right alongside the Coe River",9385.2,"N",1,NA,"NE","Coe Region",23,1,"Qget","Till of Evans Creek age","Quaternary surficial deposits","Glacial deposits","Quaternary","mixed grained sediments","","Precipitation","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales"
"137","Burkholderiales","JM1776_Buzzard_Fountain",0.133004926108374,19,"Buzzard Fountain 2","Buzzard Fountain Spring","7/26/17","JM1776_Buzzard_Fountain","JM1776_Buzzard_Fountain",2,0.5,"Mount Hood","Spring",45.27743485,-121.6933848,1245.41,8.5,668.5,81.6,9.53,31,21.2,20.15,6.98,183,28,0.59,34,0.001,2.73,0,0.33,0.712,0.007,NA,NA,0.7,0.048,0.012,0.117,-27.84,7,1.44,15,32.1,2.37,29,0.034,0.293,58,-83.9,NA,-12.04,0.04,"Lots of flow coming directly from fountain. It is piped through. Fills up a pool. Note on tree saying ""water not treated"". People came a drank from it anyway. Lots of moss growing. Filtered from the ""source"". It looks like the emergence used to be to the right, but then after the spring box was built the flow preferentially went there. That is where the rocks were taken from, the paleoemergence.",10689.6,"S",1,NA,"SE","Outlier",19,1,"Trbg","Rocks of Barlow Ridge and Gunsight Butte","Early High Cascade Volcanics","No data","Miocene","mixed lithologies","","Precipitation","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"151","Burkholderiales","JM1736_Funky_Spring",0.130608440953268,5,"Funky Spring","Gould Spring","8/9/17","JM1736_Funky_Spring","",0,0.54,"Glacier National Park","Spring",48.73812618,-113.7269936,2151.58,2.5,602.4,79.5,10.83,106.2,60.6,68.9,7.81,138,58,1.19,70,0.008,17.4,0,1.1,0.063,0.008,NA,NA,2.66,0.404,0.011,0.03,-4.12,7.6,0.07,0.79,1.7,0.19,108,0.01,1.24,59,-126.6,0.41,-16.77,0.41,"Hiked over from drainage at weeping wall all the way up to highline trail. Wlked north on the trail a fou a spring on this massive, blocky chunk on the backside of the mountain holding grinnell glacier. Seems to be a lot of loose rok a colluvium. It flattens out on top. Emergence is from uer a big rock but none of these rocks seem in place. Flowers surrouing emergence a a fair amount of insects/grass hoppers/ flies, etc. The rock here seems very metamorphized compared to rock in place earlier on trail. Weird.",NA,"",1,-6.7,"","Haystack Butte Region",93,1,"Yh","Helena Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park","Precipitation","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"478","Flavobacteriales","JM179_Weeping_Wall",0.130209026760751,22,"Weeping Wall","Weeping Wall Spring","8/9/17","JM179_Weeping_Wall","JM179_Weeping_Wall",1,0.71,"Glacier National Park","Spring",48.72822939,-113.7292596,1853.49,4,623.7,80.6,10.55,135.6,81.2,88.4,7.58,263.1,74,1.53,90,0.011,22.4,0,1.41,0.101,0.009,NA,NA,3.31,0.056,0.011,0.029,-3.96,7.6,0.11,0.94,2.01,0.43,141,0.013,2.12,76,-127.4,0.35,-17.09,0.1,"Took small drainage up to black cliffline. Don’t climb above cliffs, just follow along bottom. Thick vegetation. There are a few spring runs to the east of this emergence. Emerges out of fractured rock, along a bedding layer. Rather steep here - a bit scary. Loose rock too. Small flies are the only insect I saw. Lots of flowers surrouing the spring.",NA,"",1,-7.6,"","Haystack Butte Region",110,1,"Yh","Helena Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park","Glacier Meltwater","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales"
"152","Burkholderiales","JM1716_Bell_Spring",0.128744508054853,18,"Bell Spring","Bell Spring","7/26/17","JM1716_Bell_Spring","JM1716_Bell_Spring",2,0.64,"Mount Hood","Spring",45.24085857,-121.5045804,1259.74,5.6,666.9,68.3,8.56,50,31.5,32.5,6.87,193.7,29,0.61,36,0.014,4.67,0,0.54,0.634,0.008,NA,NA,2.43,0.08,0.013,0.038,-6.26,6.9,0.31,9.15,19.6,2.26,52,0.062,0.179,48,-94.6,NA,-13.09,NA,"Sampled just as we did in Oct 16. Same location. Same location for discharge as well.",21047.5,"S",1,NA,"SE","Outlier",18,1,"QTbg","Basaltic andesite of Grasshopper Point","Late High Cascade Volcanics","Cascade Platform Lavas","Quaternary","basaltic andesite","","Glacier Meltwater","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"158","Burkholderiales","JM1761_Elizabeth_Spring",0.126214884835575,4,"Elizabeth Spring","Piegan Spring","8/7/17","JM1761_Elizabeth_Spring","",3,0.99,"Glacier National Park","Spring",48.70314771,-113.6939869,2368.3,0.5,586.4,75.6,10.92,19.4,10.4,12.35,7.32,189.9,11,0.26,13,0.018,2.19,0,0.19,0.046,0.004,NA,NA,0.82,0.018,0.011,0.03,-15.7,6.6,0.07,0.45,0.96,0.19,20,0.006,1.97,13,-135,0.42,-18.21,0.16,"Another spring, but closer to lunch creek. Massive emergence. Flowing out from layered stromatelite a limestone/dolostone bedding. Emergence is large enough for me to crawl into. Water is cold a there is vegetation like mosses growing within the karst like emergence/tunnel. Same flowers as last spring. Gnats flying arou. Rare bird that is going extinct was seen. Saw a grou squirrel too. YSI downstream is essentially the same. Fou an ooid rock sample within the karst emergence.",NA,"",1,-16,"","Piegan Region",92,1,"Ysn","Snowslip Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park","Glacier Meltwater","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"231","Chitinophagales","JM1710_Coe_Spring_Run",0.124617228065504,24,"Coe Spring Run","Coe Spring Run","7/26/17","JM1710_Coe_Spring_Run","JM1710_Coe_Spring_Run",0,0.14,"Mount Hood","Stream",45.44388918,-121.6585131,997.92,8.2,688.7,87,10.26,40.4,27.4,26,6.83,214.2,23,0.51,29,0.002,3.83,0,0.43,0.898,0.03,NA,NA,0.75,0.023,0.013,0.053,-8.38,7.1,1.2,16.5,35.3,3.36,44,0.042,0.549,60,-85.6,0.14,-11.66,0.27,"Tried to fi GPS coordinates, no luck. Decided to sample in the stream instead because we couldn't fi the source. Flow is high a water is clear. Lots of thick vegetation.",8345,"N",1,NA,"NE","Coe Region",24,1,"Qal","Alluvium","Quaternary surficial deposits","Alluvial deposits","Holocene","mixed grained sediments","","Precipitation","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales"
"159","Burkholderiales","JM1731_Palmer_Seep",0.121688190653708,35,"Palmer Seep","Palmer Seep","7/27/17","JM1731_Palmer_Seep","",1,0.47,"Mount Hood","Spring",45.33579912,-121.7067202,1859.89,3.7,623.8,80.2,10.49,49.7,29.4,32.5,6.41,223,14,0.54,17,0.008,2.5,0,0.46,8.14,0.001,NA,NA,0.49,0.017,NA,NA,-8.1,6.7,0.9,8.83,18.9,6.16,53,0.016,1.54,47,-89.1,0.08,-12.74,0.01,"Fou a lot of greeen patches down slope from Palmer glacier on sat imagery. Upon investigation they do not have springs here. We sampled one that emerged from below a ridge of a moraine. It emerges from beneath a rock a then goes back uer the rock a emerges a bit downslope. There is a cement pool to catch all of this water. At the weir of this pool. There are strong trees/bushes here at the emergence, while next to the emergence there are no trees or vegetation like this. Just small flowers very close to the grou. There are snow patches arou but this spring is above them. They're in the valley a creating a small creek. ",4284.3,"S",1,-13.2,"SW","Palmer Region",35,1,"Qhtc","Pyroclastic flow and debris-flow deposits","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","intermediate composition lithologies","","Precipitation","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"136","Burkholderiales","JM1710_Coe_Spring_Run",0.116495806150979,24,"Coe Spring Run","Coe Spring Run","7/26/17","JM1710_Coe_Spring_Run","JM1710_Coe_Spring_Run",0,0.14,"Mount Hood","Stream",45.44388918,-121.6585131,997.92,8.2,688.7,87,10.26,40.4,27.4,26,6.83,214.2,23,0.51,29,0.002,3.83,0,0.43,0.898,0.03,NA,NA,0.75,0.023,0.013,0.053,-8.38,7.1,1.2,16.5,35.3,3.36,44,0.042,0.549,60,-85.6,0.14,-11.66,0.27,"Tried to fi GPS coordinates, no luck. Decided to sample in the stream instead because we couldn't fi the source. Flow is high a water is clear. Lots of thick vegetation.",8345,"N",1,NA,"NE","Coe Region",24,1,"Qal","Alluvium","Quaternary surficial deposits","Alluvial deposits","Holocene","mixed grained sediments","","Precipitation","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"142","Burkholderiales","JM1730_Crack_Spring",0.112102250033285,3,"Crack Spring","Grinnell Spring","8/8/17","JM1730_Crack_Spring","JM1730_Crack_Spring",1,0.71,"Glacier National Park","Spring",48.77017057,-113.7161256,1844.04,3.9,624.3,78.1,10.27,68.4,40.9,44.85,7.63,184.4,39,0.8,47,0.008,8.72,0,0.71,0.043,0.023,NA,NA,3.14,0.141,0.01,0.053,-6.24,7.1,0.11,0.8,1.72,0.33,72,0.034,1.17,39,-129.3,0.56,-17.55,0.11,"Emergence on Grinnell Glacier trail. Coming from fracture in rock. Flow is strong enough to gravity pump a filter. Thick moss at base of emergence. Emergence 10 ft up from intersection w trail. Noah fell down on the down climb. Flowers (ran into hortoculturalist): Coreopsis - yellow daisy, iian paintbrush - salmon colored one, purple daisy, white ball one.",NA,"",1,-7.9,"","Grinnell Region",91,1,"Ygl","Grinnell Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","thickness ranges from 530 to 790 m","Glacier Meltwater","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"160","Burkholderiales","JM1749_Paradise_Park_Spring",0.112102250033285,36,"Paradise Park Spring 2","Paradise Park Spring","7/29/17","JM1749_Paradise_Park_Spring","",2,0.3,"Mount Hood","Spring",45.34165555,-121.738599,1582.22,2.8,643,84.5,11.42,19.4,11.2,12.35,6.46,206.8,10,0.25,12,0.012,1.11,0,0.17,0.397,0.128,NA,NA,0.27,0.013,0.012,0.056,-17.32,6.6,0.41,11.3,24.2,1.98,19,0.006,1.15,36,-88.3,0,-12.3,0.45,"This spring is within a small valley on the eastern side of zigzag canyon. At first it appeared that a nearby snowpackk was the driving factor providing flow, but when we went down we saw it is definitely a large spring. It emerges from beneath a tree a a rock with a huge amount of flow. Up valley is dry with no snow pack. The vegetation is sparse here. mall shrubs. No flowers here. ",4872.9,"S",1,NA,"SW","Zigzag Region",36,1,"Qhpc","Pyroclastic flow and debris-flow deposits","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","intermediate composition lithologies","","Precipitation","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"860","Proteobacteria_unclassified","JM1726_Choss_Seep",0.109838902942351,22,"Choss Seep 1","Choss Seep","7/26/17","JM1726_Choss_Seep","JM1726_Choss_Seep",1,0.32,"Mount Hood","Spring",45.29518554,-121.7341202,1178.97,13.4,673.8,70.8,7.39,53.3,41.4,34.45,6.56,224.8,14,0.54,17,0.012,3.84,0,0.45,6.95,0.043,NA,NA,1.05,0.013,0.014,0.035,-8.72,6.8,0.57,6.65,14.2,3.64,53,0.047,2.83,42,-79.3,0.2,-11.44,0.15,"Side of road seeps coming from very chossy rock face, likely blown out by dynomite. Water is not coming from above. Moss growing from seeps, forming small channel alongside the road. The bedding of the outcrop is not parallel to the grou. We sampled from a seep that had the most consistent flow.",9212.9,"S",1,NA,"SW","Outlier",22,1,"Qha","Andesite and dacite lava","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","andesite","","Precipitation","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified"
