,OTU,Sample,Abundance,sample_number,alt_sample_name,sample_name,date,ncbi_name_16s,ncbi_name_18s,bio_rep,fi_best,location,sample_type,latitude,longitude,elevation_m,ysi_temp,ysi_mmhg,ysi_do_percent,ysi_do,ysi_spc,ysi_conductivity,ysi_tds,ysi_ph,ysi_orp,alkalinity_caco3,anions,bicarbonate_hco3,bromide,calcium,carbonate_co3_alkalinity,cations,chloride,fluoride,hardness,iron,magnesium,nitrate_no3,nitrite_no2,orthophosphate,percent_difference,ph,potassium,silicon,sio2,sodium,spc,strontium,sulfate,tds,d2h,d2h_unc,d18o,d18o_unc,notes,dist_from_summit,aspect,bio_data,d13c..of.DIC.,quadrant,region,order,chemistry,geo_symbol,geo1,geo2,geo3,geo4,geo5,unit_notes,primary_source,Kingdom,Phylum
138,Bacteroidota,JM179_Weeping_Wall,0.332578884,22,Weeping Wall,Weeping Wall Spring,8/9/17,JM179_Weeping_Wall,JM179_Weeping_Wall,1,0.71,Glacier National Park,Spring,48.72822939,-113.7292596,1853.49,4,623.7,80.6,10.55,135.6,81.2,88.4,7.58,263.1,74,1.53,90,0.011,22.4,0,1.41,0.101,0.009,NA,NA,3.31,0.056,0.011,0.029,-3.96,7.6,0.11,0.94,2.01,0.43,141,0.013,2.12,76,-127.4,0.35,-17.09,0.1,"Took small drainage up to black cliffline. Don’t climb above cliffs, just follow along bottom. Thick vegetation. There are a few spring runs to the east of this emergence. Emerges out of fractured rock, along a bedding layer. Rather steep here - a bit scary. Loose rock too. Small flies are the only insect I saw. Lots of flowers surrouing the spring.",NA,,1,-7.6,,Haystack Butte Region,110,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park",Glacier Meltwater,Bacteria,Bacteroidota
747,Proteobacteria,JM1776_Buzzard_Fountain,0.326321395,19,Buzzard Fountain 2,Buzzard Fountain Spring,7/26/17,JM1776_Buzzard_Fountain,JM1776_Buzzard_Fountain,2,0.5,Mount Hood,Spring,45.27743485,-121.6933848,1245.41,8.5,668.5,81.6,9.53,31,21.2,20.15,6.98,183,28,0.59,34,0.001,2.73,0,0.33,0.712,0.007,NA,NA,0.7,0.048,0.012,0.117,-27.84,7,1.44,15,32.1,2.37,29,0.034,0.293,58,-83.9,NA,-12.04,0.04,"Lots of flow coming directly from fountain. It is piped through. Fills up a pool. Note on tree saying ""water not treated"". People came a drank from it anyway. Lots of moss growing. Filtered from the ""source"". It looks like the emergence used to be to the right, but then after the spring box was built the flow preferentially went there. That is where the rocks were taken from, the paleoemergence.",10689.6,S,1,NA,SE,Outlier,19,1,Trbg,Rocks of Barlow Ridge and Gunsight Butte,Early High Cascade Volcanics,No data,Miocene,mixed lithologies,,Precipitation,Bacteria,Proteobacteria
756,Proteobacteria,JM1761_Elizabeth_Spring,0.325123153,4,Elizabeth Spring,Piegan Spring,8/7/17,JM1761_Elizabeth_Spring,,3,0.99,Glacier National Park,Spring,48.70314771,-113.6939869,2368.3,0.5,586.4,75.6,10.92,19.4,10.4,12.35,7.32,189.9,11,0.26,13,0.018,2.19,0,0.19,0.046,0.004,NA,NA,0.82,0.018,0.011,0.03,-15.7,6.6,0.07,0.45,0.96,0.19,20,0.006,1.97,13,-135,0.42,-18.21,0.16,"Another spring, but closer to lunch creek. Massive emergence. Flowing out from layered stromatelite a limestone/dolostone bedding. Emergence is large enough for me to crawl into. Water is cold a there is vegetation like mosses growing within the karst like emergence/tunnel. Same flowers as last spring. Gnats flying arou. Rare bird that is going extinct was seen. Saw a grou squirrel too. YSI downstream is essentially the same. Fou an ooid rock sample within the karst emergence.",NA,,1,-16,,Piegan Region,92,1,Ysn,Snowslip Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park",Glacier Meltwater,Bacteria,Proteobacteria
759,Proteobacteria,JM1716_Bell_Spring,0.324856877,18,Bell Spring,Bell Spring,7/26/17,JM1716_Bell_Spring,JM1716_Bell_Spring,2,0.64,Mount Hood,Spring,45.24085857,-121.5045804,1259.74,5.6,666.9,68.3,8.56,50,31.5,32.5,6.87,193.7,29,0.61,36,0.014,4.67,0,0.54,0.634,0.008,NA,NA,2.43,0.08,0.013,0.038,-6.26,6.9,0.31,9.15,19.6,2.26,52,0.062,0.179,48,-94.6,NA,-13.09,NA,Sampled just as we did in Oct 16. Same location. Same location for discharge as well.,21047.5,S,1,NA,SE,Outlier,18,1,QTbg,Basaltic andesite of Grasshopper Point,Late High Cascade Volcanics,Cascade Platform Lavas,Quaternary,basaltic andesite,,Glacier Meltwater,Bacteria,Proteobacteria
753,Proteobacteria,JM1715_Mineral_Creek_Spring,0.31567035,15,Mineral Creek Trib,Mineral Creek Tributary,8/10/17,JM1715_Mineral_Creek_Spring,JM1715_Mineral_Creek_Spring,1,0.76,Glacier National Park,Stream,48.75358464,-113.8254748,1143.91,17.1,675.5,86,8.28,112.5,95.6,73.45,7.79,148.3,58,1.25,71,0.007,15.6,0,1.15,0.065,0.015,NA,NA,4.09,0.052,0.011,0.041,-4.37,7.8,0.18,1.44,3.08,0.65,115,0.027,4.21,64,-129.5,0.38,-17.3,0.12,See notebook for notes. Page 84 of write in the rain.,NA,,1,NA,,Stream,103,1,Qal,Stream,---,Holocene and upper Pleistocene,Quaternary,upper Pleistocene,includes channel and overbank deposits in modern floodplain; in narrow mountain valleys locally includes small areas of colluvium; thickness 1-5 m,Glacier Meltwater,Bacteria,Proteobacteria
733,Proteobacteria,MtH25_D12_S290,0.315270936,64,Meadows Spring,JM-Meadows1,9/16/19,MtH25_D12_S290,MtH25_E10,0,0.53,Mount Hood,Spring,45.33607449,-121.6711186,1699.26,6.3,616.4,93,9.3,363.1,233.6,NA,7.63,186.6,90,3.69,110,0.058,24.9,NA,3.54,43.4,NA,119,NA,13.7,NA,NA,NA,-2.09,7.8,3.61,23.4,50,24.8,364,0.167,31.1,247,-93.21,0.34,-13.029,0.144,Hiked up from Meadows Ski Area. Several streams drain into the meadow's catchment. Followed one up a to the left. Spring is emerging from base of rock. The flow is strong. Seems to be flowing uer soil/root coverage. Caelum sawa a rodent from a nearby hole. Caddisfly was also spotted.,4603.8,,1,-5.4,SE,Warm Springs,64,1,Qha,Andesite and dacite lava,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,andesite,,Precipitation,Bacteria,Proteobacteria
741,Proteobacteria,JM177_Piegan_North,0.309013447,18,Piegan North Spring,Piegan North Spring,8/11/17,JM177_Piegan_North,JM177_Piegan_North,1,0.61,Glacier National Park,Spring,48.71661358,-113.6941217,2389.02,2.1,584,77,10.59,23.3,13.1,14.95,7.73,149.1,26,0.53,31,0.004,6.03,0,0.44,0.052,0.005,NA,NA,1.54,0.011,0.009,0.033,-8.85,7.2,0.13,1.31,2.8,0.3,46,0.008,0.597,27,-125.2,0.17,-16.88,0.06,Hiked up Lunch Creek over the ridge a then located the spring down in the drainage. Checked out Piegan glacier but it was too steep to access. Went down into the drainage a the whole area is ki of hummocky a lumpy a there's a bunch of moss. There was a clean emergence through. This side of the mtn (NE of piegan glacier) is more eroded into tallus slope. There are some units of bedrock poking through through. There are a few patches of snow still up on the tallus. Grass a small flowers. pika a flies a grasshoppers.,NA,,1,-10.8,,Piegan Region,106,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park",Glacier Meltwater,Bacteria,Proteobacteria
146,Bacteroidota,JM1728_Coe_Spring_B,0.303022234,23,Coe Spring B,Coe Spring B,7/26/17,JM1728_Coe_Spring_B,JM1728_Coe_Spring_B,0,0.11,Mount Hood,Spring,45.45241077,-121.6529396,939.39,7.4,694.1,86.8,10.3,60.1,39.7,39,6.89,251.7,34,0.72,42,0.023,5.66,0,0.62,0.989,0.141,NA,NA,1.19,0.042,0.012,0.049,-7.43,7.2,1.91,23.3,49.8,4.47,66,0.059,0.233,85,-81.3,0.04,-11.33,0,Fou a spring just above the discharge center/structure. Small flow a possibly connect to the stream we prevously sampled. Comes from a hole a there are other holes arou where it looks like flow used to emerge from as well. Lots of thorny shrubs. Lots of down trees. Right alongside the Coe River,9385.2,N,1,NA,NE,Coe Region,23,1,Qget,Till of Evans Creek age,Quaternary surficial deposits,Glacial deposits,Quaternary,mixed grained sediments,,Precipitation,Bacteria,Bacteroidota
180,Bacteroidota,JM1714_Lunch_Creek,0.298894954,12,Lunch Creek Spring,Lunch Creek Spring,8/12/17,JM1714_Lunch_Creek,JM1714_Lunch_Creek,1,0.93,Glacier National Park,Spring,48.69880031,-113.7051857,1933.65,5.5,613,80.5,10.15,138,86.8,89.7,7.36,248.7,77,1.57,94,0.002,23.4,0,1.43,0.051,0.016,NA,NA,3.06,0.175,0.013,0.037,-4.45,7.5,0.08,1.17,2.49,0.22,141,0.013,0.798,78,-135.3,0.36,-17.78,0.4,Crack in wall where it emerges is karst in nature. Looks like it began as a fracture a over time caused a cavity out of the limstone. Algal mat at emergence a patches of mosses all over the wall. Flow is pretty high. Emergence is about 10 ft up on wall. Filter is very clean. Able to gravity pump. Really no sediment here. Bunch of flowers on drainage along side of the road but no flowers by emergence.,NA,,1,-7.2,,Piegan Region,100,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park",Glacier Meltwater,Bacteria,Bacteroidota
748,Proteobacteria,JM178_W_Fork_Salmon_Spring,0.296897883,39,West Fork Salmon Spring,West Fork Salmon Spring,7/27/17,JM178_W_Fork_Salmon_Spring,JM178_W._Fork_Salmon_Spring,0,0.34,Mount Hood,Spring,45.31710064,-121.7184752,1536.5,2.9,646.1,80.8,10.87,52.4,30.7,34.45,5.82,276,19,0.53,23,0.008,3.87,0,0.44,4.58,0.006,NA,NA,0.71,0.027,0.017,0.039,-8.82,6.8,1.06,11.7,25.1,3.74,49,0.031,0.884,52,-85.5,0.03,-12.28,0.05,"Tried to fi rocks. No luck. Soil layer too thick here. Spring emerges from uer a tree. Part of a spring complex of west fork salmon creek. Spring shown by greg. Caddisfly fou here. Flow is strong a cold. Vegetation is moss, lots of tree branches down. Infinity pool looking. Filter very clean. Lots of bright green vegetation. Riparian in nature.",6521.6,S,1,-10.9,SW,Palmer Region,39,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,,Precipitation,Bacteria,Proteobacteria
749,Proteobacteria,JM1730_Crack_Spring,0.293569432,3,Crack Spring,Grinnell Spring,8/8/17,JM1730_Crack_Spring,JM1730_Crack_Spring,1,0.71,Glacier National Park,Spring,48.77017057,-113.7161256,1844.04,3.9,624.3,78.1,10.27,68.4,40.9,44.85,7.63,184.4,39,0.8,47,0.008,8.72,0,0.71,0.043,0.023,NA,NA,3.14,0.141,0.01,0.053,-6.24,7.1,0.11,0.8,1.72,0.33,72,0.034,1.17,39,-129.3,0.56,-17.55,0.11,"Emergence on Grinnell Glacier trail. Coming from fracture in rock. Flow is strong enough to gravity pump a filter. Thick moss at base of emergence. Emergence 10 ft up from intersection w trail. Noah fell down on the down climb. Flowers (ran into hortoculturalist): Coreopsis - yellow daisy, iian paintbrush - salmon colored one, purple daisy, white ball one.",NA,,1,-7.9,,Grinnell Region,91,1,Ygl,Grinnell Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,thickness ranges from 530 to 790 m,Glacier Meltwater,Bacteria,Proteobacteria
734,Proteobacteria,MtH9_C07_S316,0.292504327,61,Warm Spring 2,JM-WS2,9/15/19,MtH9_C07_S316,MtH9_D06,0,0.7,Mount Hood,Spring,45.29658328,-121.7400452,1185.672,18.2,658.6,38.4,3.09,463.1,403.2,NA,7.51,203.5,85,4.64,104,0.073,21.2,NA,4.49,32,0.2,121,NA,16.4,NA,NA,NA,-1.65,7.9,4.47,33.9,72.4,45.2,460,0.143,96.8,341,-94.3,0.63,-13.128,0.119,Hiked upstream. Eventually came to the main emergence. Large (4') diameter pool from uer a rock. Thorny plants are nearby a along stream. I think this is MS-9 on Wollenberg's paper.,9229.6,,1,NA,SW,Warm Springs,61,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,,Glacier Meltwater,Bacteria,Proteobacteria
724,Proteobacteria,JM179_Weeping_Wall,0.292371189,22,Weeping Wall,Weeping Wall Spring,8/9/17,JM179_Weeping_Wall,JM179_Weeping_Wall,1,0.71,Glacier National Park,Spring,48.72822939,-113.7292596,1853.49,4,623.7,80.6,10.55,135.6,81.2,88.4,7.58,263.1,74,1.53,90,0.011,22.4,0,1.41,0.101,0.009,NA,NA,3.31,0.056,0.011,0.029,-3.96,7.6,0.11,0.94,2.01,0.43,141,0.013,2.12,76,-127.4,0.35,-17.09,0.1,"Took small drainage up to black cliffline. Don’t climb above cliffs, just follow along bottom. Thick vegetation. There are a few spring runs to the east of this emergence. Emerges out of fractured rock, along a bedding layer. Rather steep here - a bit scary. Loose rock too. Small flies are the only insect I saw. Lots of flowers surrouing the spring.",NA,,1,-7.6,,Haystack Butte Region,110,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park",Glacier Meltwater,Bacteria,Proteobacteria
736,Proteobacteria,JM1749_Paradise_Park_Spring,0.285980562,36,Paradise Park Spring 2,Paradise Park Spring,7/29/17,JM1749_Paradise_Park_Spring,,2,0.3,Mount Hood,Spring,45.34165555,-121.738599,1582.22,2.8,643,84.5,11.42,19.4,11.2,12.35,6.46,206.8,10,0.25,12,0.012,1.11,0,0.17,0.397,0.128,NA,NA,0.27,0.013,0.012,0.056,-17.32,6.6,0.41,11.3,24.2,1.98,19,0.006,1.15,36,-88.3,0,-12.3,0.45,"This spring is within a small valley on the eastern side of zigzag canyon. At first it appeared that a nearby snowpackk was the driving factor providing flow, but when we went down we saw it is definitely a large spring. It emerges from beneath a tree a a rock with a huge amount of flow. Up valley is dry with no snow pack. The vegetation is sparse here. mall shrubs. No flowers here. ",4872.9,S,1,NA,SW,Zigzag Region,36,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,,Precipitation,Bacteria,Proteobacteria
728,Proteobacteria,JM1782_Piegan_North,0.283850353,18,Piegan North Spring,Piegan North Spring,8/11/17,JM1782_Piegan_North,,2,0.61,Glacier National Park,Spring,48.71661358,-113.6941217,2389.02,2.1,584,77,10.59,23.3,13.1,14.95,7.73,149.1,26,0.53,31,0.004,6.03,0,0.44,0.052,0.005,NA,NA,1.54,0.011,0.009,0.033,-8.85,7.2,0.13,1.31,2.8,0.3,46,0.008,0.597,27,-125.2,0.17,-16.88,0.06,Hiked up Lunch Creek over the ridge a then located the spring down in the drainage. Checked out Piegan glacier but it was too steep to access. Went down into the drainage a the whole area is ki of hummocky a lumpy a there's a bunch of moss. There was a clean emergence through. This side of the mtn (NE of piegan glacier) is more eroded into tallus slope. There are some units of bedrock poking through through. There are a few patches of snow still up on the tallus. Grass a small flowers. pika a flies a grasshoppers.,NA,,1,-10.8,,Piegan Region,106,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park",Glacier Meltwater,Bacteria,Proteobacteria
729,Proteobacteria,MtH27_E02_S294,0.28265211,63,Warm Spring 4,JM-WS4,9/16/19,MtH27_E02_S294,MtH28_F02,0,0.73,Mount Hood,Spring,45.29641312,-121.738493,1165.5552,24.7,660.6,9.3,0.65,1144,1137,NA,7.4,209.1,158,11.9,193,0.26,57.5,NA,11.75,137,NA,337,NA,46.9,NA,NA,NA,-0.62,8.1,10.1,41.6,89.1,110,1120,0.369,232,780,-98.63,0.34,-13.702,0.092,"This is the same sample as the ""screen springs"" from the Wollenberg paper. There is a screen in the stream just downsteam from the emergence. There is a bunch of what looks like calcite precipitating onto the rocks in all of these warm springs. The rocks have calcite ~4"" above the current stream height. I think this iicates a change in water level depeing on the time of year. Red bricks were also in the stream channel.",9202.4,,1,NA,SW,Warm Springs,63,1,Qhtc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,,Glacier Meltwater,Bacteria,Proteobacteria
721,Proteobacteria,JM1710_Coe_Spring_Run,0.281187592,24,Coe Spring Run,Coe Spring Run,7/26/17,JM1710_Coe_Spring_Run,JM1710_Coe_Spring_Run,0,0.14,Mount Hood,Stream,45.44388918,-121.6585131,997.92,8.2,688.7,87,10.26,40.4,27.4,26,6.83,214.2,23,0.51,29,0.002,3.83,0,0.43,0.898,0.03,NA,NA,0.75,0.023,0.013,0.053,-8.38,7.1,1.2,16.5,35.3,3.36,44,0.042,0.549,60,-85.6,0.14,-11.66,0.27,"Tried to fi GPS coordinates, no luck. Decided to sample in the stream instead because we couldn't fi the source. Flow is high a water is clear. Lots of thick vegetation.",8345,N,1,NA,NE,Coe Region,24,1,Qal,Alluvium,Quaternary surficial deposits,Alluvial deposits,Holocene,mixed grained sediments,,Precipitation,Bacteria,Proteobacteria
171,Bacteroidota,JM1717_Buzzard_Fountain,0.271069099,19,Buzzard Fountain 1,Buzzard Fountain Spring,7/26/17,JM1717_Buzzard_Fountain,JM1717_Buzzard_Fountain,1,0.5,Mount Hood,Spring,45.27743485,-121.6933848,1245.41,8.5,668.5,81.6,9.53,31,21.2,20.15,6.98,183,28,0.59,34,0.001,2.73,0,0.33,0.712,0.007,NA,NA,0.7,0.048,0.012,0.117,-27.84,7,1.44,15,32.1,2.37,29,0.034,0.293,58,-83.9,NA,-12.04,0.04,"Lots of flow coming directly from fountain. It is piped through. Fills up a pool. Note on tree saying ""water not treated"". People came a drank from it anyway. Lots of moss growing. Filtered from the ""source"". It looks like the emergence used to be to the right, but then after the spring box was built the flow preferentially went there. That is where the rocks were taken from, the paleoemergence.",10689.6,S,1,NA,SE,Outlier,19,1,Trbg,Rocks of Barlow Ridge and Gunsight Butte,Early High Cascade Volcanics,No data,Miocene,mixed lithologies,,Precipitation,Bacteria,Bacteroidota
738,Proteobacteria,MtH26_E01_S292,0.270137132,66,The Real Buzzard Fountain,The Real Buzzard Fountain,9/17/19,MtH26_E01_S292,MtH26_E11,0,0.46,Mount Hood,Spring,45.27652084,-121.6929596,1280.16,4.3,650.2,82.2,9.09,39.7,24,NA,7.02,306.7,23,0.5,28,NA,3.3,NA,0.4,NA,NA,12,NA,0.914,NA,NA,NA,-11.58,7,1.57,17.7,37.9,2.73,39,0.037,NA,62,-83.66,0.93,-11.9,0.09,"Spring appears the same. Returned here to sample bio, chemistry, a tritium.",10791.8,,1,NA,SE,Outlier,66,1,Trbg,Rocks of Barlow Ridge and Gunsight Butte,Early High Cascade Volcanics,No data,Miocene,mixed lithologies,,Precipitation,Bacteria,Proteobacteria
166,Bacteroidota,JM1741_McDonald_Creek_1,0.264145919,13,McDonald Creek #1,McDonald Creek #1,8/10/17,JM1741_McDonald_Creek_1,JM1741_McDonald_Creek_1,0,0.79,Glacier National Park,Stream,48.75376866,-113.8256756,1146.35,15.2,675.4,81.7,8.22,115.2,93.6,74.75,7.75,185.5,63,1.3,76,0.006,16.2,0,1.19,0.065,0.008,NA,NA,4.34,0.145,NA,0.027,-4.33,7.7,0.18,1.71,3.66,0.51,119,0.037,2.17,66,-129.1,0.06,-17.23,0.15,"Lots of little critters in these streams. Birds fling arou, butterflies, flies, etc. Saw a huge maybe stonefly in the stream coming in.",NA,,1,NA,,Stream,101,1,Qal,Stream,---,Holocene and upper Pleistocene,Quaternary,upper Pleistocene,includes channel and overbank deposits in modern floodplain; in narrow mountain valleys locally includes small areas of colluvium; thickness 1-5 m,Glacier Meltwater,Bacteria,Bacteroidota
750,Proteobacteria,JM1756_Palmer_B,0.260151777,33,Palmer B Spring 2,Palmer B Spring,7/23/17,JM1756_Palmer_B,,2,0.41,Mount Hood,Spring,45.35311155,-121.6494124,1677.01,3.3,635.5,71.9,9.62,18.3,10.7,11.7,6.66,241.8,13,0.27,15,0.007,1.75,0,0.2,0.237,0.032,NA,NA,0.13,0.013,0.012,0.055,-14.27,6.9,0.42,10.7,22.9,2.1,20,0.014,0.195,36,-97.6,0.33,-13.51,0,"Zach did 10mg of salt for the meter in the 500 mL bottle. Hike in on Newton Trail, then take Timberline Trail. The hill we sample on is a pyroclastic flow. There are numerous holes, almost karst-like on the slope. There is thick vegetation a lots of down pine trees. The spring we sampled from is a hole, but there are two additional exits south, slightly left of the spring. There are yellow flowers a white, lots of green leafy plants too. Zach took discharge downslope where a bunch of these karst like springs all combine a form a stream.",4302,S,1,-12.2,SE,Outlier,33,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,,Precipitation,Bacteria,Proteobacteria
