sample_number,alt_sample_name,sample_name,date,ncbi_name_16s,ncbi_name_18s,bio_rep,fi_best,location,sample_type,latitude,longitude,elevation_m,ysi_temp,ysi_mmhg,ysi_do_percent,ysi_do,ysi_spc,ysi_conductivity,ysi_tds,ysi_ph,ysi_orp,alkalinity_caco3,anions,bicarbonate_hco3,bromide,calcium,carbonate_co3_alkalinity,cations,chloride,fluoride,hardness,iron,magnesium,nitrate_no3,nitrite_no2,orthophosphate,percent_difference,ph,potassium,silicon,sio2,sodium,spc,strontium,sulfate,tds,d2h,d2h_unc,d18o,d18o_unc,notes,dist_from_summit,aspect,bio_data,d13c (of DIC),quadrant,quadrant_ew,region,order,chemistry,geo_symbol,geo1,geo2,geo3,geo4,geo5,unit_notes
8,Grinnell Snow Pack,Grinnell Snow Pack,8/8/17,,,,0.06,GNP,Snow,48.75320359,-113.724803,1976.93,,,,,,,,,,11,0.23,13,,1.62,0,0.14,0.157,0.006,,0.941,0.52,0.033,0.011,0.041,-24,5.9,0.3,0.62,1.32,0.16,18,0.002,0.025,12,-109.8,0.28,-14.73,0.01,Collected all 6 bottles a then 1 bag as extra. Filtered at the car.,,,0,,,,Snow,96,1,Yh,Snow,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
28,James Spring 2,James Spring,7/25/17,JM1766_James_Spring,JM1766_James_Spring,2,0.04,MH,Spring,45.33993416,-121.9403534,547.73,10.7,725.9,87.3,9.67,23.9,17.4,15.6,6.91,221.2,12,0.29,14,0.011,1.54,0,0.21,1.56,0.006,,,0.34,0.011,0.01,0.039,-16.58,6.5,0.41,6.76,14.5,2.11,22,0.018,0.276,28,-68.9,,-9.9,0.11,,19508.7,S,1,,SW,West,Outlier,28,1,Trh,Rhododendron Formation,Late Western Cascade Volcanics,Rhododendron Formation,Miocene,mudflow breccia,
23,McDonald Creek #2,McDonald Creek #2,8/10/17,,,,0.55,GNP,Stream,48.75337132,-113.8257349,1147.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-129.1,0.89,-17.34,0.13,Collected a stable isotope at the confluence.,,,0,,,,Stream,112,0,Qal,Stream,---,Holocene and upper Pleistocene,Quaternary,upper Pleistocene,includes channel and overbank deposits in modern floodplain; in narrow mountain valleys locally includes small areas of colluvium; thickness 1-5 m
36,Paradise Park Spring 1,Paradise Park Spring,7/29/17,JM1711_Paradise_Park_Spring,JM1711_Paradise_Park_Spring,1,0.3,MH,Spring,45.34165555,-121.738599,1582.22,2.8,643,84.5,11.42,19.4,11.2,12.35,6.46,206.8,10,0.25,12,0.012,1.11,0,0.17,0.397,0.128,,,0.27,0.013,0.012,0.056,-17.32,6.6,0.41,11.3,24.2,1.98,19,0.006,1.15,36,-88.3,0,-12.3,0.45,"This spring is within a small valley on the eastern side of zigzag canyon. At first it appeared that a nearby snowpackk was the driving factor providing flow, but when we went down we saw it is definitely a large spring. It emerges from beneath a tree a a rock with a huge amount of flow. Up valley is dry with no snow pack. The vegetation is sparse here. mall shrubs. No flowers here. ",4872.9,S,1,,SW,West,Zigzag Region,36,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
36,Paradise Park Spring 2,Paradise Park Spring,7/29/17,JM1749_Paradise_Park_Spring,,2,0.3,MH,Spring,45.34165555,-121.738599,1582.22,2.8,643,84.5,11.42,19.4,11.2,12.35,6.46,206.8,10,0.25,12,0.012,1.11,0,0.17,0.397,0.128,,,0.27,0.013,0.012,0.056,-17.32,6.6,0.41,11.3,24.2,1.98,19,0.006,1.15,36,-88.3,0,-12.3,0.45,"This spring is within a small valley on the eastern side of zigzag canyon. At first it appeared that a nearby snowpackk was the driving factor providing flow, but when we went down we saw it is definitely a large spring. It emerges from beneath a tree a a rock with a huge amount of flow. Up valley is dry with no snow pack. The vegetation is sparse here. mall shrubs. No flowers here. ",4872.9,S,1,,SW,West,Zigzag Region,36,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
36,Paradise Park Spring 3,Paradise Park Spring,7/29/17,JM1778_Paradise_Park_Spring,JM1778_Paradise_Park_Spring,3,0.3,MH,Spring,45.34165555,-121.738599,1582.22,2.8,643,84.5,11.42,19.4,11.2,12.35,6.46,206.8,10,0.25,12,0.012,1.11,0,0.17,0.397,0.128,,,0.27,0.013,0.012,0.056,-17.32,6.6,0.41,11.3,24.2,1.98,19,0.006,1.15,36,-88.3,0,-12.3,0.45,"This spring is within a small valley on the eastern side of zigzag canyon. At first it appeared that a nearby snowpackk was the driving factor providing flow, but when we went down we saw it is definitely a large spring. It emerges from beneath a tree a a rock with a huge amount of flow. Up valley is dry with no snow pack. The vegetation is sparse here. mall shrubs. No flowers here. ",4872.9,S,1,,SW,West,Zigzag Region,36,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
53,Palmer Lower Fresh Snow Pack,Palmer Lower Fresh Snow Pack,7/21/18,,,,0.1,MH,Snow,45.33373048,-121.7172451,1828.4952,0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,-75.46,0.81,-10.485,0.122,East of old ski lift we fou a small patch of remanant snow. It was heavily melted out.,4733.5,S,0,,SW,West,Snow,53,0,Qhtc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
50,Palmer/White River Bottom Snow Core,Palmer/White River Bottom Snow Core,7/22/18,,,,0.18,MH,Snow,45.35763491,-121.7010264,2545.6896,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.78,0.32,-11.497,0.069,"Hiked up from top of Magnificint Mile Ski Lift. Hike was ~3.3 miles. Took climbers trail up. Got to top near top of upper skilift a fou only snow pack. Rather  thick ~5ft where we took the snow core. Lots of snow algae all over surface. Snow core had at least 3 layers present with ice melt/crystals between. Lots of sweat bees, butterflies, a swallows. We hiked the moraine separating Palmer a White River a the White River glacier appeared to still have a lot of glacial ice present. We couldn't access it though because it was far too deep in the valley. Lots of crevasses a rock fall. There were a lot of skiers a snowboarders here, so the possibility of contamination is high. Collected 3 bags of snow core, 1 bag of upper snow core, 1 bag of lower snow core, 2 bags of surface snow.",1817.5,S,0,,SW,West,Snow,50,0,glacier,Snow and ice,Quaternary surficial deposits,Glacial deposits,Holocene,ice,
27,Piegan Snow Pack,Piegan Snow Pack,7/26/18,,,,0.39,GNP,Snow,48.71558735,-113.6945292,2425.9,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,-124.93,0.42,-16.32,0.07, Snow sample also collected upslope from spring. Large red streaks present across snow pack.,,,0,,,,Snow,116,0,Yh,Snow,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
52,Palmer/White River Snow Core Integrated,Palmer/White River Snow Core Integrated,7/22/18,,,,0.15,MH,Snow,45.35763491,-121.7010264,2545.6896,0,,,,,,,,,5,0.14,7,,,,0,0.5,,0.051,,,,,,-95.09,5.7,,,,,2,,,5,-79.47,0.87,-11.351,0.071,"Hiked up from top of Magnificint Mile Ski Lift. Hike was ~3.3 miles. Took climbers trail up. Got to top near top of upper skilift a fou only snow pack. Rather  thick ~5ft where we took the snow core. Lots of snow algae all over surface. Snow core had at least 3 layers present with ice melt/crystals between. Lots of sweat bees, butterflies, a swallows. We hiked the moraine separating Palmer a White River a the White River glacier appeared to still have a lot of glacial ice present. We couldn't access it though because it was far too deep in the valley. Lots of crevasses a rock fall. There were a lot of skiers a snowboarders here, so the possibility of contamination is high. Collected 3 bags of snow core, 1 bag of upper snow core, 1 bag of lower snow core, 2 bags of surface snow.",1817.5,S,0,,SW,West,Snow,52,1,glacier,Snow and ice,Quaternary surficial deposits,Glacial deposits,Holocene,ice,
35,Reynolds Mountain Snowpack,Reynolds Mountain Snowpack,7/28/18,,,,0.19,GNP,Snow,48.68625313,-113.7358488,2090.62,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,-117.92,0.32,-15.28,0.06,Collected fresh snowpack. 2 bags. Sediment a footprints on surface.,,,0,,,,Snow,124,0,Ysn,Snow,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park"
21,Sad Drip,Sad Drip Seep,8/6/17,,,,0.4,GNP,Seep,48.69540818,-113.7326212,2160.12,,,,,,,,,,27,0.55,33,0.012,5.97,0,0.47,0.039,0.002,,,1.98,0.016,0.021,0.026,-7.48,7.2,0.09,1.06,2.26,0.26,48,0.011,0.371,28,-122.4,0.09,-16.26,0.06,"Went to the GPS coordinates provided by Joe a didn't fi a spring. Instead there were many snowmeltderived pools. We noticed across the way some of those dark seep looking objects on the cliffs, a also fou some accessable ones. They appeared to be markers of both active a inactive seeps. The dark spots/streaks may be relics of areas where water was prevously seeping, a dyed the rock a darker color. The rock itself at first appeared to be cousive to layer a fracture flow, but upon further investigation it seems like only fracture flow is possible. The bedding is very fine, very laminated, layered clay a siltstone. We took a gen chem a rock sample here. Called it sad drip.",,,0,,,,Clements/Reynolds Region,109,1,Ysn,Snowslip Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park"
56,Palmer/White River Surface Snow,Palmer/White River Surface Snow,7/22/18,,,,0.24,MH,Snow,45.35763491,-121.7010264,2545.6896,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.02,0.21,-11.786,0.055,"Hiked up from top of Magnificint Mile Ski Lift. Hike was ~3.3 miles. Took climbers trail up. Got to top near top of upper skilift a fou only snow pack. Rather  thick ~5ft where we took the snow core. Lots of snow algae all over surface. Snow core had at least 3 layers present with ice melt/crystals between. Lots of sweat bees, butterflies, a swallows. We hiked the moraine separating Palmer a White River a the White River glacier appeared to still have a lot of glacial ice present. We couldn't access it though because it was far too deep in the valley. Lots of crevasses a rock fall. There were a lot of skiers a snowboarders here, so the possibility of contamination is high. Collected 3 bags of snow core, 1 bag of upper snow core, 1 bag of lower snow core, 2 bags of surface snow.",1817.5,S,0,-21.55,SW,West,Snow,56,0,glacier,Snow and ice,Quaternary surficial deposits,Glacial deposits,Holocene,ice,
33,Snow next to Weeping Wall,Snow Near Weeping Wall,7/29/18,,,,0.22,GNP,Snow,48.72664335,-113.7236659,1775.76,,,,,,,,,,10,0.22,12,,0.076,,0.01,0.04,,0.244,,,,,,-90.7,6,0.071,,,0.096,3,,,7,-126.54,0.12,-16.09,0.08,"Collected 2 bags of snowpack. It was very dirty a melted out. Lots of contamination from cars, people, etc. Snowfield was just off the road.",,,0,,,,Snow,122,1,Yh,Snow,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
16,Mountain Goat Spring 2,Mountain Goat Spring,8/7/17,JM1762_Mtn_Goat,JM1762_Mtn_Goat,2,0.84,GNP,Spring,48.70084077,-113.6910636,2268.32,0.4,593.4,76.6,11.06,8.1,4.3,5.2,7.21,151.9,8,0.17,10,0.011,1.02,0,0.07,0.039,0.003,,,0.25,0.021,0.016,0.024,-40.16,7,0.02,0.08,0.17,0.03,9,0.002,0.433,7,-129.3,0.09,-17.4,0.07,"Hiked up lunch creek a then traversed across the topo line. Huge spring coming out of a rock face/cliff. Massive flow. Limestone rock here. Elizabeth Garrits helped us get here. Above tree line. Small brush here a there. Shrubby cinfoil (yellow), aster (purple), fire weed, sulfur buck wheat (yellow)",,,1,-15.9,,,Piegan Region,104,1,Ysn,Snowslip Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park"
54,Palmer/White River Top Snow Core,Palmer/White River Top Snow Core,7/22/18,,,,0.13,MH,Snow,45.35763491,-121.7010264,2545.6896,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.95,0.3,-11.26,0.039,"Hiked up from top of Magnificint Mile Ski Lift. Hike was ~3.3 miles. Took climbers trail up. Got to top near top of upper skilift a fou only snow pack. Rather  thick ~5ft where we took the snow core. Lots of snow algae all over surface. Snow core had at least 3 layers present with ice melt/crystals between. Lots of sweat bees, butterflies, a swallows. We hiked the moraine separating Palmer a White River a the White River glacier appeared to still have a lot of glacial ice present. We couldn't access it though because it was far too deep in the valley. Lots of crevasses a rock fall. There were a lot of skiers a snowboarders here, so the possibility of contamination is high. Collected 3 bags of snow core, 1 bag of upper snow core, 1 bag of lower snow core, 2 bags of surface snow.",1817.5,S,0,,SW,West,Snow,54,0,glacier,Snow and ice,Quaternary surficial deposits,Glacial deposits,Holocene,ice,
87,Puddle in Camp Creek Campground,Puddle in Camp Creek Campground,9/21/19,,,,0.06,MH,Rain,45.30450454,-121.8672095,1348.1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.77,0.5,-9.09,0.108,,15461.3,,0,,SW,West,Rain,87,0,Qhtc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
67,Still Creek Campground Precipitation 1,Still Creek Campground Precipitation 1,9/17/19,,,,0.07,MH,Rain,45.29451554,-121.7386498,1118.0064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.7,0.92,-10.416,0.113,Collected overnight from 9/17/19 to 9/18/19. Volume of water collected in each white bin was ~818mL. Collected 3 white bin/pan's worth. Car was running nearby. Might not be great for the samples.,9403.7,,0,-19.98,SW,West,Rain,67,0,Qhtc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
73,Still Creek Campground Precipitation 2,Still Creek Campground Precipitation 2,9/18/19,,,,0.23,MH,Rain,45.29451554,-121.7386498,1118.0064,,,,,,,,,,8,0.19,10,,0.705,,0.06,0.5,,2.81,,0.254,,,,-50.07,6.2,0.14,0.025,0.05,0.096,7,0.005,,7,-76.5,0.88,-11.012,0.139,"Hid 3 inverted top water bottles. Going back for them on Saturday. Collected 9/21/19 morning. Collector 1: 190mL, Collector 2: 180mL, Collector 3: 194mL",9403.7,,0,-19.98,SW,West,Rain,73,1,Qhtc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
70,Timberline Lodge Parking Lot Precipitation,Timberline Lodge Parking Lot Precipitation,9/17/19,,,,0.01,MH,Rain,45.33114115,-121.7079365,1789.176,,,,,,,,,,6,0.17,7,,0.42,,0.04,0.5,,1.66,,0.148,0.5,,,-60.49,5.9,0.062,0.157,0.34,0.174,6,0.002,1,7,-61.2,0.86,-9.518,0.121,Collected precip while drying off at Timberline Lodge. Poured into 2 250mL bottles. Collected water in 1 white bin/pan.,4810.6,,0,,SW,West,Rain,70,1,Qhtc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
72,Timberline Lodge Prepitation,Timberline Lodge Prepitation,9/18/19,,,,0.26,MH,Snow,45.33266291,-121.7071872,1792.5288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.22,0.25,-12.1,0.156,Hid 2 water bottles with cutoff a inverted tops on the mountain by the Timberline Lodge Lower Parking Lot near Palmer Seep sample. Put them out the morning of 9/18/19. Walked over to see the moraine of White River Glacier. Horrible visibility a very steep moraine. Leaving out collectors to collect until Saturday. Collected 162mL collectively with 2 containers.,4633.4,,0,,SW,West,Snow,72,0,Qhtc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
